	Gene Name	Gene Id	P‑Value SKATO	P‑Value Burden	P‑Value SKAT	BETA Burden	Burden Set	Chrom : Position	Chrom	Position	burden_FDR	skato_FDR	skat_FDR
10	FAM20C	ENSG00000177706	7.38643916031734e-08	0.0038536741061958	4.39927495543557e-08	0.0014394549391065	missense|LC	7000193100.0	7	193100.0	0.32444897135204587	0.00026844063640250865	0.00029534637678746444
11	BMP2K	ENSG00000138756	7.65674335045929e-08	0.0001187006836662	5.26511055864987e-08	0.00125752184746	missense|LC	4078776417.0	4	78776417.0	0.10812280052738608	0.00026844063640250865	0.00029534637678746444
12	SHBG	ENSG00000129214	2.62263118888661e-07	2.40363884462802e-07	1.30911103524e-05	0.0037745572358292	missense|LC	17007626355.0	17	7626355.0	0.0009630865784957769	0.000735582482702972	0.01791087402970434
13	FBXL12	ENSG00000127452	2.75902320878707e-07	1.3725987844e-06	8.9835354817e-06	-0.0036562412267151	missense|LC	19009810837.0	19	9810837.0	0.0045291722829951765	0.0007369876518900509	0.013619768185025987
14	ARMT1	ENSG00000146476	3.90167924302354e-07	8.75353590199e-05	3.8477146668825e-07	-0.0033585978947608	missense|LC	6151452459.0	6	151452459.0	0.09942201599979832	0.0009948395324427522	0.0011990975235487435
15	AKAP11	ENSG00000023516	4.23643656155548e-07	0.010863582306885	1.57257302735303e-07	-0.0007069612275518	missense|LC	13042286318.0	13	42286318.0	0.43295159000071837	0.0010332300387845854	0.0006300963140669158
16	DAAM2	ENSG00000146122	5.09071782284209e-07	5.6212597419e-06	2.2146744949e-06	-0.0014585581289769	missense|LC	6039855955.0	6	39855955.0	0.01433293478281275	0.0011898492344680294	0.0054013985126702396
17	SP7	ENSG00000170374	7.09473807924965e-07	5.11122112041e-05	8.60141893266331e-07	-0.003837871161091	missense|LC	12053321578.0	12	53321578.0	0.07749025641875647	0.001473997527983367	0.002412482975138742
18	SH3TC1	ENSG00000125089	7.81074378064517e-07	5.28910873209831e-07	0.0229419994501956	-0.0012169084605756	missense|LC	4008205093.0	4	8205093.0	0.0019779503621803647	0.0015647988299117527	0.3579259315876772
19	TBL1X	ENSG00000101849	2.0334400605e-06	0.0079104788434326	1.4380306926e-06	0.0027199964536799	missense|LC	23009653535.0	X	9653535.0	0.4051550067092638	0.00380219400645825	0.0038412538905427144
20	SEPTIN8	ENSG00000164402	2.3396530509e-06	2.15706033608e-05	4.6375077371e-06	0.002699493774815	missense|LC	5132747395.0	5	132747395.0	0.04235628963932555	0.004233639931943081	0.007651205779783074
21	CYP26B1	ENSG00000003137	2.5411534035e-06	1.5406389708e-06	0.0222486272786453	0.0041215479749601	missense|LC	2072132128.0	2	72132128.0	0.004548533845632948	0.004454562505291641	0.356057098479485
22	CPNE1	ENSG00000214078	3.5500440142e-06	0.0009590740435614	3.0043423763e-06	-0.0021208237598844	missense|LC	20035621044.0	20	35621044.0	0.22173318502310668	0.005628009947313361	0.006018878057091018
23	TUT7	ENSG00000083223	3.6118790998e-06	0.0942190977676551	2.4523044211e-06	0.0009157534953019	missense|LC	9086288630.0	9	86288630.0	0.6878341961239365	0.005628009947313361	0.005731750687566854
24	ALPL	ENSG00000162551	7.5978164431e-06	0.0461541989461188	3.4863045127e-06	-0.0014826914507612	missense|LC	1021554048.0	1	21554048.0	0.5969853579687999	0.010928192650658832	0.006518808387996883
25	WNT4	ENSG00000162552	8.3858001452e-06	3.6197811148e-06	0.0024260417351512	-0.005784863654693	missense|LC	1022119933.0	1	22119933.0	0.009669124839747906	0.01147320632060961	0.17871642458428733
26	PIEZO1	ENSG00000103335	9.9141232954e-06	0.801865032067771	2.9975513691e-06	-4.42536942974e-05	missense|LC	16088710342.0	16	88710342.0	0.9741630498299773	0.012933319680359604	0.006018878057091018
27	SCMH1	ENSG00000010803	1.20028791831e-05	0.591174887019299	4.589578159e-06	-0.000293791929144	missense|LC	1041028094.0	1	41028094.0	0.9356992546303378	0.015302306994908966	0.007651205779783074
28	ERCC6	ENSG00000225830	1.50476696322e-05	1.09069254006e-05	0.0003535685323541	-0.0014439880210435	missense|LC	10049458738.0	10	49458738.0	0.025492665847777374	0.017959553787622533	0.08737192432776757
29	DCAF17	ENSG00000115827	1.71728564694e-05	1.30184278039e-05	0.0002758558141893	0.003120039160086	missense|LC	2171434432.0	2	171434432.0	0.02808725798691425	0.020068987159395688	0.07905601770192075
30	PPP4R3B	ENSG00000275052	1.84803037358e-05	0.0507926020073411	7.9641351717e-06	0.0010035661213587	missense|LC	2055543867.0	2	55543867.0	0.6124984632688542	0.020091874493560376	0.012409671179347543
31	RMND1	ENSG00000155906	1.86251443741e-05	0.000265233365671	3.42046727095e-05	-0.0036139906795597	missense|LC	6151405165.0	6	151405165.0	0.1634464212168467	0.020091874493560376	0.030827608850443784
32	ATG101	ENSG00000123395	2.03785971798e-05	0.0089531534488636	1.03001803142e-05	-0.0054088834121054	missense|LC	12052073541.0	12	52073541.0	0.4194229064715498	0.02116921127409039	0.015204963545396025
33	H2BC18	ENSG00000203814	2.28227995826e-05	2.18973598278e-05	0.0014621338238133	-0.0050478918387492	missense|LC	1149782581.0	1	149782581.0	0.04235628963932555	0.023277180774289946	0.15104677135691907
34	ZG16B	ENSG00000162078	2.66533158903e-05	0.0013585362615253	1.40662017824e-05	0.003097040258734	missense|LC	16002830167.0	16	2830167.0	0.24467475740710246	0.025777892325282388	0.018349850906598325
35	DXO	ENSG00000204348	3.2274488393e-05	0.0001096975349619	8.84786365309e-05	-0.0025368731555205	missense|LC	6031965756.0	6	31965756.0	0.10807626483475603	0.030013933401282583	0.04938273305781439
36	AMDHD1	ENSG00000139344	3.46438552406e-05	0.918094947281205	1.88397350646e-05	6.53611834959e-05	missense|LC	12095943344.0	12	95943344.0	0.9888856528088447	0.0303150516051803	0.021567651805076263
37	AXIN1	ENSG00000103126	3.47886597259e-05	0.0004194584759791	2.61212916792e-05	-0.0014998836133287	missense|LC	16000282323.0	16	282323.0	0.1790222191629239	0.0303150516051803	0.026641342849904076
38	HGS	ENSG00000185359	4.00397057828e-05	0.0002864467612324	9.64284712703e-05	-0.0020249489651008	missense|LC	17081681609.0	17	81681609.0	0.1662500941770829	0.03353327946243561	0.0502663778970594
39	FOXO1	ENSG00000150907	4.00522278988e-05	0.797575759194584	1.57263490272e-05	-0.0001560278789098	missense|LC	13040559434.0	13	40559434.0	0.9735656976258421	0.03353327946243561	0.020049307924563272
40	FOSB	ENSG00000125740	4.20264659787e-05	0.616690745296266	1.69344823512e-05	-0.0006691090754781	missense|LC	19045468488.0	19	45468488.0	0.9412799966632527	0.03357478279551326	0.02110977305534587
41	CDK1	ENSG00000170312	4.2371248048e-05	0.0071332268286616	3.01325944016e-05	-0.0050655656117664	missense|LC	10060780142.0	10	60780142.0	0.3928127393443943	0.03357478279551326	0.029367471784664898
42	ZNF222	ENSG00000159885	4.41247634946e-05	0.701483384996246	2.41412850672e-05	0.0002407558133381	missense|LC	19044025343.0	19	44025343.0	0.9583140511148429	0.03361764593735908	0.025158748810992095
43	DDX10	ENSG00000178105	4.50946456254e-05	2.9969022276e-05	0.0009526337771919	-0.0019123240595759	missense|LC	11108665020.0	11	108665020.0	0.05422942917974904	0.03361764593735908	0.13134241628874943
44	TMEM207	ENSG00000198398	4.52884802015e-05	3.54802266563e-05	0.000551638073962	0.0047162844293254	missense|LC	3190429461.0	3	190429461.0	0.060311009523792376	0.03361764593735908	0.1079186498638064
45	CCT6B	ENSG00000132141	4.66689536545e-05	0.242748534853679	3.35741979826e-05	-0.0007305202345002	missense|LC	17034928006.0	17	34928006.0	0.8136681507864769	0.03361764593735908	0.030827608850443784
46	C5orf47	ENSG00000185056	4.67452782443e-05	0.0003068828814961	3.98220686422e-05	0.00260198461967	missense|LC	5173989164.0	5	173989164.0	0.1662500941770829	0.03361764593735908	0.03384574152248802
47	RPP25	ENSG00000178718	4.88189802088e-05	0.0137370112879447	2.23968739648e-05	-0.0051164298490537	missense|LC	15074955858.0	15	74955858.0	0.45715411700571584	0.03460875596545583	0.024160627789528
48	FEZF1	ENSG00000128610	4.96532399804e-05	0.0007969295186105	4.51761618813e-05	-0.0024553814056557	missense|LC	7122301872.0	7	122301872.0	0.21557231424141435	0.03460875596545583	0.03464717199824491
49	OTOR	ENSG00000125879	5.05004157793e-05	0.450112345615571	2.11427084338e-05	0.0015598329292418	missense|LC	20016748374.0	20	16748374.0	0.9004923701527384	0.03460875596545583	0.023520374649622502
50	C11orf16	ENSG00000176029	5.05912824524e-05	7.6055037973e-05	0.0001352510875236	-0.0020559527961318	missense|LC	11008917240.0	11	8917240.0	0.09570762410479004	0.03460875596545583	0.0566187295122115
51	GP1BB	ENSG00000203618	6.36842643384e-05	0.0007623648737423	4.7974700313e-05	-0.0025370728591643	missense|LC	22019718541.0	22	19718541.0	0.21066432311612968	0.040595100091619866	0.03464717199824491
52	ELOB	ENSG00000103363	6.4437800925e-05	0.229158683834608	4.12090756137e-05	-0.0025144538023094	missense|LC	16002766421.0	16	2766421.0	0.8060756191952612	0.04061391508862781	0.03399445730221325
53	S100A6	ENSG00000197956	6.60031588293e-05	0.0133007397424261	5.73002666255e-05	0.0028272606937482	missense|LC	1153534599.0	1	153534599.0	0.4563463543087262	0.04090630125868722	0.0387260054982822
54	LRP4	ENSG00000134569	7.38344038182e-05	0.0157873769629941	3.81647818916e-05	-0.0011109035827366	missense|LC	11046858917.0	11	46858917.0	0.4781819172457635	0.044534848195504614	0.0329362067724508
55	TRIM42	ENSG00000155890	7.49694793208e-05	0.0026505428157617	4.84462047201e-05	-0.0013485086986866	missense|LC	3140678166.0	3	140678166.0	0.2947632260018252	0.044738435558513576	0.03464717199824491
56	SP8	ENSG00000164651	8.0091261301e-05	0.0078145694696563	4.0511425549e-05	0.0017105225781065	missense|LC	7020784287.0	7	20784287.0	0.4039984633788268	0.04652719170583369	0.03391773755479336
57	VWA5A	ENSG00000110002	8.12545475198e-05	0.0791251445116894	3.03647983512e-05	0.0010326278340085	missense|LC	11124117437.0	11	124117437.0	0.6635661315858099	0.04652719170583369	0.029367471784664898
58	VASN	ENSG00000168140	8.70990522779e-05	0.0128153472309539	3.46223256543e-05	-0.0011988463015536	missense|LC	16004380768.0	16	4380768.0	0.45155584354293904	0.04837446868840396	0.030827608850443784
59	RPS26	ENSG00000197728	8.99065240435e-05	0.0229095825596474	5.05511842272e-05	-0.0080650901322258	missense|LC	12056042089.0	12	56042089.0	0.5151901179605406	0.049350662796698086	0.03500825529907141
60	CDT1	ENSG00000167513	9.49583009526e-05	3.90252898676e-05	0.0040700070864111	-0.0018285239260452	missense|LC	16088803767.0	16	88803767.0	0.06254638957494349	0.05073034182796283	0.21475281434284105
61	HROB	ENSG00000125319	9.68650065141e-05	0.0140667694626238	4.55926489451e-05	0.001270044065898	missense|LC	17044142014.0	17	44142014.0	0.46081724266481283	0.05089083341416999	0.03464717199824491
62	AMOTL1	ENSG00000166025	9.83243989826e-05	0.0003053234940454	0.000246869617962	0.0020200669441486	missense|LC	11094768183.0	11	94768183.0	0.1662500941770829	0.05103606061026081	0.0765091227601016
63	ZNF684	ENSG00000117010	9.91698120424e-05	0.0011419463298056	6.31718137888e-05	-0.0020220040032936	missense|LC	1040533084.0	1	40533084.0	0.237517347515149	0.05103606061026081	0.041204917377706235
64	A4GNT	ENSG00000118017	0.0001026098430677	5.56856500761e-05	0.0008129980529187	0.0026238814549277	missense|LC	3138124147.0	3	138124147.0	0.08220227739523235	0.0523263558807512	0.12293370150286408
65	SLC26A3	ENSG00000091138	0.0001044027723305	0.697982805615101	3.61449514861e-05	0.0002958541973218	missense|LC	7107765819.0	7	107765819.0	0.9571394768536681	0.052486253523497034	0.03168048521269968
66	PLG	ENSG00000122194	0.0001052582185916	0.0004138676303038	0.0002017307766216	-0.0014589198824039	missense|LC	6160700529.0	6	160700529.0	0.1790222191629239	0.052486253523497034	0.07207699308655192
67	C6orf15	ENSG00000204542	0.000105730397507	0.853946456212627	4.85196048118e-05	9.63194947719e-05	missense|LC	6031111304.0	6	31111304.0	0.9809376131150515	0.052486253523497034	0.03464717199824491
68	EIF3K	ENSG00000178982	0.0001090582967532	9.82825664682e-05	0.0005624624781368	0.0041496919625862	missense|LC	19038614189.0	19	38614189.0	0.10565475764596385	0.05260583024767667	0.10850512338848586
69	SDK2	ENSG00000069188	0.0001161349013305	0.133058833245427	4.55595146844e-05	0.000463684631732	missense|LC	17073338556.0	17	73338556.0	0.7339026643945862	0.05520836686554575	0.03464717199824491
70	ZAR1L	ENSG00000189167	0.0001221106837814	0.114960147033767	5.89176904344e-05	0.0024886939263227	missense|LC	13032303785.0	13	32303785.0	0.7127986567767391	0.055301406535305235	0.039345093391877
71	SNX8	ENSG00000106266	0.000123582119285	0.0005204940158729	9.66004775313e-05	-0.0016338876385607	missense|LC	7002249744.0	7	2249744.0	0.18825567854602876	0.0554587118503366	0.0502663778970594
72	ZNF367	ENSG00000165244	0.0001446453220731	9.25098559545e-05	0.0071231134223086	-0.0033635761111718	missense|LC	9096383409.0	9	96383409.0	0.10175177195622898	0.061653853464660055	0.24275276271227272
73	EMILIN2	ENSG00000132205	0.0001464603183379	6.10488958122e-05	0.0830687321468341	-0.0021250913088776	missense|LC	18002846674.0	18	2846674.0	0.08780866180988099	0.061653853464660055	0.5014234182865146
74	ELP5	ENSG00000170291	0.0001473488117782	0.101546714966487	5.60435387904e-05	-0.0024056117564954	missense|LC	17007247288.0	17	7247288.0	0.6968905254972687	0.061653853464660055	0.03833856473716449
75	PPP4R1	ENSG00000154845	0.0001475489070562	0.0639185370789902	6.13961028144e-05	0.0008145792018649	missense|LC	18009547688.0	18	9547688.0	0.639741327302981	0.061653853464660055	0.04051781632204433
76	SGTA	ENSG00000104969	0.0001520593991103	0.0013539928034929	0.0001278444405249	-0.0030211438192355	missense|LC	19002755323.0	19	2755323.0	0.24467475740710246	0.06226110943862977	0.055592510784839275
77	TMEM119	ENSG00000183160	0.0001614251512293	0.0058774259989355	0.0001253076936487	0.0031166045323032	missense|LC	12108591428.0	12	108591428.0	0.3716958414997597	0.06376861871977171	0.055592510784839275
78	CARNMT1	ENSG00000156017	0.0001710281435071	7.02779650413e-05	0.153861298093823	0.0129656664954415	missense|LC	9074983737.0	9	74983737.0	0.09386291545218389	0.06461044390417443	0.5843104404964459
79	GALNT5	ENSG00000136542	0.0001716187920799	7.84838347236e-05	0.0443611867939449	-0.0019867104486745	missense|LC	2157257994.0	2	157257994.0	0.09570762410479004	0.06461044390417443	0.4266613603848957
80	ANO5	ENSG00000171714	0.0001809232191569	0.374734774368147	7.95733533557e-05	-0.00049804003499	missense|LC	11022193090.0	11	22193090.0	0.880056238523185	0.06676899985925201	0.04787526512679024
81	OR13C4	ENSG00000148136	0.0001829111440584	0.0121975826334099	0.0001194004082987	-0.0025244356442923	missense|LC	9104526242.0	9	104526242.0	0.4469127353501818	0.06706144199971209	0.05500573887945951
82	CERKL	ENSG00000188452	0.0001879195220889	0.0303248835975751	9.08570628378e-05	-0.0016358307433669	missense|LC	2181534254.0	2	181534254.0	0.5521176064284243	0.0677930151457297	0.04948181495035331
83	PKDCC	ENSG00000162878	0.0001885321394551	7.73360973114e-05	0.0045921147281886	-0.0019955814910716	missense|LC	2042048116.0	2	42048116.0	0.09570762410479004	0.0677930151457297	0.21997837376408158
84	MMP27	ENSG00000137675	0.0001920897884258	0.0001460557281236	0.0321221561306009	0.0022933855965578	missense|LC	11102691693.0	11	102691693.0	0.12595774913664998	0.06803990811174485	0.3914604275789827
85	NANOGP8	ENSG00000255192	0.0001934764710629	0.0122794899867424	8.02259545756e-05	0.0022779867284509	missense|LC	15035084281.0	15	35084281.0	0.44781398420771135	0.06803990811174485	0.04787526512679024
86	CFAP221	ENSG00000163075	0.0001988095228429	0.189508069827225	9.978604754e-05	-0.000884130296216	missense|LC	2119546033.0	2	119546033.0	0.7824565859677747	0.06900732365631658	0.0513531957500578
87	WNT16	ENSG00000002745	0.0001992902474788	0.0001549953867908	0.0037694030433553	-0.0034324092661243	missense|LC	7121325339.0	7	121325339.0	0.12976815256761082	0.06900732365631658	0.2092594668290093
88	CASP7	ENSG00000165806	0.0002056974345351	0.279524358785903	8.97947904786e-05	-0.0011187830734909	missense|LC	10113679703.0	10	113679703.0	0.8391246861216927	0.07020345055434907	0.04938273305781439
89	RIC8B	ENSG00000111785	0.0002071048789171	0.0001819064592468	0.0070663955136789	-0.0027507834032345	missense|LC	12106774689.0	12	106774689.0	0.14086442816150796	0.07020345055434907	0.24224258621486117
90	AL132671.2	ENSG00000282218	0.0002074876193312	0.0404894793962568	0.0001064375500604	-0.0028530244148225	missense|LC	6117317056.0	6	117317056.0	0.5843214167051776	0.07020345055434907	0.05191838583163599
91	ANGPTL3	ENSG00000132855	0.000214756534557	0.0069380294015868	0.0001494282443677	-0.0016634036373871	missense|LC	1062597479.0	1	62597479.0	0.3891887592820116	0.07170695122604116	0.05944806643834135
92	ICE2	ENSG00000128915	0.0002172781378299	0.0018999117318042	0.0002142139118119	0.001882937239423	missense|LC	15060423549.0	15	60423549.0	0.27049631623237713	0.07192763416004266	0.07278411458980844
93	GPAT3	ENSG00000138678	0.0002245159687509	0.0001396073624155	0.0018631371676789	0.0022342698038839	missense|LC	4083535624.0	4	83535624.0	0.12430595229678526	0.07365042846246629	0.1635631889957973
94	CD200R1L	ENSG00000206531	0.0002336689895804	0.0001017088316763	0.0438091096388278	-0.0049022547163412	missense|LC	3112819667.0	3	112819667.0	0.10565475764596385	0.0749803305908743	0.4242887361849601
95	NAV3	ENSG00000067798	0.000234682329132	0.0004958410857387	0.000277636785583	-0.0026842434752299	missense|LC	12077831369.0	12	77831369.0	0.18825567854602876	0.0749803305908743	0.07905601770192075
96	LY75	ENSG00000054219	0.0002357860578233	0.0001098198965252	0.0074608219327179	0.0008949883819051	missense|LC	2159798355.0	2	159798355.0	0.10807626483475603	0.0749803305908743	0.24655217686414152
97	AGAP1	ENSG00000157985	0.0002369694743145	0.0028646945685615	0.0002352510890911	-0.0025567850708256	missense|LC	2235494613.0	2	235494613.0	0.29948780365588373	0.0749803305908743	0.07537001707108505
98	SLC38A4	ENSG00000139209	0.000254820418999	0.0904981792399142	0.0001815358593186	0.0011214124577738	missense|LC	12046766683.0	12	46766683.0	0.6820496257507709	0.0791519562782603	0.06699509229261097
99	DBN1	ENSG00000113758	0.0002576712662138	0.0001185803849972	0.194763672758062	0.002224088761501	missense|LC	5177454914.0	5	177454914.0	0.10812280052738608	0.0791519562782603	0.6207891484381776
100	TCIRG1	ENSG00000110719	0.0002587625933804	0.0004799992812138	0.0006919114479864	0.0015958305332428	missense|LC	11068036112.0	11	68036112.0	0.1856935150323318	0.0791519562782603	0.11530223610982392
101	MED1	ENSG00000125686	0.0002711493624153	0.692310238840968	0.000110432018078	0.0002442512450526	missense|LC	17039401209.0	17	39401209.0	0.9564243173972233	0.08133755874163773	0.0534024487421156
102	MGAT4C	ENSG00000182050	0.0002863539707177	0.190601374288164	0.0001446540062506	0.0011445594528864	missense|LC	12085979229.0	12	85979229.0	0.7833421806965946	0.08287532854678199	0.05837673727070077
103	INVS	ENSG00000119509	0.000286730985236	0.007250753248883	0.0001435747006997	-0.0011511988254086	missense|LC	9100098728.0	9	100098728.0	0.39297681497206943	0.08287532854678199	0.05836103504166429
104	PLS3	ENSG00000102024	0.0002879572113856	0.0002422784498534	0.0035245515940882	-0.0038218191966711	missense|LC	23115610252.0	X	115610252.0	0.15779724977291174	0.08287532854678199	0.20594762673997663
105	TTLL7	ENSG00000137941	0.0002977661377346	0.0001161457442493	0.194108424618213	-0.0033970503300425	missense|LC	1083869866.0	1	83869866.0	0.10812280052738608	0.08310045520508651	0.6200887743671482
106	ESYT1	ENSG00000139641	0.0003021053930393	0.0029252232732655	0.0003239469922065	-0.0016469199029302	missense|LC	12056128268.0	12	56128268.0	0.3009409215995788	0.08324876568029527	0.08585119634997658
107	CACNA2D3	ENSG00000157445	0.0003083501043226	0.0014163170654135	0.0003558341035674	0.0018323235489904	missense|LC	3054122621.0	3	54122621.0	0.24550322947680914	0.08437511757061585	0.08754611420883028
108	NAGK	ENSG00000124357	0.0003199993638812	0.013984247550189	0.0001669803479761	0.0016494337905019	missense|LC	2071068412.0	2	71068412.0	0.4600858453535789	0.08525621521477363	0.06371947360353286
109	MGAT4B	ENSG00000161013	0.0003202236663953	0.0341628897312727	0.0001655357279261	-0.0016040340237693	missense|LC	5179792596.0	5	179792596.0	0.5652568587555613	0.08525621521477363	0.06371947360353286
110	NFKB1	ENSG00000109320	0.0003213386569348	0.112059213632223	0.0001747903588928	0.0009144908723704	missense|LC	4102510856.0	4	102510856.0	0.7090803569552782	0.08525621521477363	0.06536576788061077
111	SCPEP1	ENSG00000121064	0.0003255202131932	0.0181957908954782	0.0002088386983933	-0.002633037069849	missense|LC	17056978159.0	17	56978159.0	0.4926801274723002	0.0857279641271012	0.07278411458980844
112	KCNH2	ENSG00000055118	0.0003358072264189	0.277160428925282	0.0001341542422386	0.0006597655165916	missense|LC	7150945270.0	7	150945270.0	0.8383607199987818	0.08631843074422894	0.05658182119078396
113	HSPG2	ENSG00000142798	0.0003368331518903	0.0166215799483509	0.0002047049624727	-0.0004390843510686	missense|LC	1021821343.0	1	21821343.0	0.48216093844551805	0.08631843074422894	0.07267673968295005
114	USP29	ENSG00000131864	0.0003385338223323	0.0001632396899916	0.0094495109036472	-0.0016960155759719	missense|LC	19057128573.0	19	57128573.0	0.13466074132468825	0.08631843074422894	0.26852599500511126
115	PRRC2A	ENSG00000204469	0.0003453821288765	0.513149602058943	0.0001312395685071	-0.0001931568433263	missense|LC	6031615716.0	6	31615716.0	0.9168206191433399	0.08687986779967384	0.055819989556469475
116	CEP250	ENSG00000126001	0.0003506682257439	0.0011432335115267	0.0004483772027132	0.0009369896365454	missense|LC	20035462304.0	20	35462304.0	0.237517347515149	0.08760660568504439	0.09980840946903552
117	TNFRSF8	ENSG00000120949	0.0003544374829766	0.0002031725024662	0.0220177205202462	-0.002795222162884	missense|LC	1012063501.0	1	12063501.0	0.14585723475634893	0.08760660568504439	0.3551132928646379
118	ADGRL4	ENSG00000162618	0.0003585507468457	0.0002680643685168	0.0012109230638912	-0.0020567251408081	missense|LC	1078891087.0	1	78891087.0	0.1634464212168467	0.08760660568504439	0.14265769347329157
119	IZUMO1R	ENSG00000183560	0.0003588242819893	0.0145583134641608	0.0002289771748089	-0.0032896074264417	missense|LC	11094305593.0	11	94305593.0	0.4656690948832818	0.08760660568504439	0.07511388667196049
120	CHKA	ENSG00000110721	0.0003692550552113	0.0056035897035491	0.0002139021068685	0.0017206476631582	missense|LC	11068047859.0	11	68047859.0	0.3667984844271559	0.08837059187790404	0.07278411458980844
121	C2orf73	ENSG00000177994	0.0003701628441747	0.128290187384637	0.0001553054649174	-0.0018144321561034	missense|LC	2054330901.0	2	54330901.0	0.7276780970686859	0.08837059187790404	0.0609627070516165
122	TSPAN14	ENSG00000108219	0.0003778708699634	0.695649517448991	0.0001574383663405	0.0007434912306186	missense|LC	10080485556.0	10	80485556.0	0.9568901122043109	0.08906162374200388	0.06132989694354408
123	MSX2	ENSG00000120149	0.0003868484258071	0.146522947678561	0.0002268230226591	0.0023686152379718	missense|LC	5174724537.0	5	174724537.0	0.7468258528837887	0.09004258276203018	0.07511388667196049
124	EIF2S3B	ENSG00000180574	0.0003893705652392	0.004189794420178	0.0002959165696541	-0.0017880351270719	missense|LC	12010505840.0	12	10505840.0	0.3364804185882479	0.09025513164087985	0.08258427848132706
125	JUNB	ENSG00000171223	0.0004030303004325	0.0002834986557616	0.0092409362373673	-0.0072726836524404	missense|LC	19012791715.0	19	12791715.0	0.1662500941770829	0.09155552241313807	0.26678863522136836
126	ZNF805	ENSG00000204524	0.0004136150731569	0.785728331286435	0.0002450263383446	0.0001733143408595	missense|LC	19057240804.0	19	57240804.0	0.9716845908484764	0.09284638374990797	0.07635973583022411
127	ANXA2	ENSG00000182718	0.0004235950130023	0.0006802140134153	0.0021588845301558	0.0042302682522861	missense|LC	15060347554.0	15	60347554.0	0.1997728014792212	0.09405529068040577	0.1732512556782398
128	HAS1	ENSG00000105509	0.0004275621556913	0.542751075807049	0.000228448675692	-0.0003141769335069	missense|LC	19051713332.0	19	51713332.0	0.9242913097480645	0.09405529068040577	0.07511388667196049
129	PARD3	ENSG00000148498	0.0004321106985696	0.0030031196201774	0.0004412956522994	0.0014016601296592	missense|LC	10034111082.0	10	34111082.0	0.30518115053233924	0.09468456889164731	0.09941558078608372
130	DHX15	ENSG00000109606	0.0004348366382531	0.0149683446279958	0.0002670090083767	0.003941863007324	missense|LC	4024527883.0	4	24527883.0	0.4717130853412496	0.09487279300636411	0.07905601770192075
131	NMNAT1	ENSG00000173614	0.0004393364508562	0.033928720184025	0.0003213547487886	0.0027737118268029	missense|LC	1009942593.0	1	9942593.0	0.5652568587555613	0.09487279300636411	0.08583997444426913
132	PSAT1	ENSG00000135069	0.0004402294256051	0.103239961121156	0.00021538752156	0.0022344124722031	missense|LC	9078297121.0	9	78297121.0	0.6979927225613168	0.09487279300636411	0.07278411458980844
133	HEPN1	ENSG00000221932	0.0004512243911052	0.0132741267953078	0.0004571591151846	0.0034205743116917	missense|LC	11124919651.0	11	124919651.0	0.4563463543087262	0.09487279300636411	0.10016237236256868
