	Gene Name	Gene Id	P‑Value SKATO	P‑Value Burden	P‑Value SKAT	BETA Burden	Burden Set	Chrom : Position	Chrom	Position	burden_FDR	skato_FDR	skat_FDR
63	DPP9	ENSG00000142002	1.0445744231e-06	1.6829468219e-06	1.28120230471e-05	0.0015519345990516	missense|LC	19004670228.0	19	4670228.0	0.0014355281398864288	0.0005069517784246612	0.004940263434812251
64	PEAR1	ENSG00000187800	1.0831261673e-06	0.332470432867571	5.93909557311534e-07	-0.0003566536091489	missense|LC	1156903913.0	1	156903913.0	0.875258254199176	0.0005211688362434881	0.0003399480867704691
65	CDSN	ENSG00000204539	1.1851432184e-06	4.7026512765e-06	4.0797530918e-06	-0.001415037397214	missense|LC	6031111304.0	6	31111304.0	0.0036770160960155627	0.0005606723341702924	0.0018981641306534264
66	GPATCH3	ENSG00000198746	1.265340969e-06	1.2576587343e-06	0.0014727475484152	-0.0021229050311823	missense|LC	1026885925.0	1	26885925.0	0.0011238478375378905	0.0005887181862131652	0.14197135057042895
67	CLIP1	ENSG00000130779	1.836521131e-06	0.0018513019952848	1.3594715722e-06	0.0010566168676125	missense|LC	12122266436.0	12	122266436.0	0.21196630746489858	0.0008337954041282823	0.0007086497324087352
68	TEC	ENSG00000135605	2.5763112191e-06	1.0484655168e-06	0.0029880743652688	0.0038038015883448	missense|LC	4048134065.0	4	48134065.0	0.0010004315796489764	0.0011331140054818179	0.1915941031224802
69	GNAS	ENSG00000087460	2.8134802236e-06	0.000596179312911	1.8706136272e-06	-0.0011092960202886	missense|LC	20058852950.0	20	58852950.0	0.12430780288500211	0.0012235328168203178	0.0009487381564907964
70	ADCY6	ENSG00000174233	2.8253595429e-06	0.0280749499316721	9.04488153041783e-07	0.0007747241750841	missense|LC	12048768470.0	12	48768470.0	0.5431393320630048	0.0012235328168203178	0.0004849520909694596
71	RDH16	ENSG00000139547	2.9727120697e-06	1.2397599633e-06	0.0004254612876172	-0.0025993091247641	missense|LC	12056951963.0	12	56951963.0	0.0011238478375378905	0.001277517338838938	0.06843484031138716
72	LY6G6F	ENSG00000204424	3.2284558659e-06	6.0750317839e-06	8.8464773329e-06	-0.0022201843551138	missense|LC	6031701983.0	6	31701983.0	0.00444163719919764	0.001376911968807366	0.003801756751223445
73	LY6G6F-LY6G6D	ENSG00000250641	3.435890174e-06	1.14829972135e-05	8.7703703554e-06	-0.0020387704379434	missense|LC	6031701983.0	6	31701983.0	0.00687721589498308	0.0014543632265088572	0.0037980426145996444
74	RPS6	ENSG00000137154	3.6726339938e-06	5.39045847022e-05	5.343745657e-06	0.0042943392657552	missense|LC	9019371758.0	9	19371758.0	0.023524545775036848	0.001542972208574318	0.0024066947940170323
75	LRCH1	ENSG00000136141	3.8396769037e-06	0.0018976325374764	2.4523289614e-06	-0.0012259365147846	missense|LC	13046553330.0	13	46553330.0	0.21196630746489858	0.0016012021529451773	0.0011943675222094534
76	WNT10B	ENSG00000169884	5.0918082743e-06	0.0449646714363066	3.626816267e-06	0.0013259141089167	missense|LC	12048965988.0	12	48965988.0	0.6044899489574128	0.002077199495784544	0.0017014906281941583
77	TPRA1	ENSG00000163870	5.1547961812e-06	0.27442266044148	1.8197380741e-06	0.0005347702935985	missense|LC	3127573393.0	3	127573393.0	0.8515650452942782	0.002087766623115226	0.0009313254032509791
78	TXLNA	ENSG00000084652	5.7526103336e-06	0.0346642383361512	4.7458131928e-06	0.001127672802067	missense|LC	1032180213.0	1	32180213.0	0.5732027339564842	0.0023132478853619943	0.0021721548399598503
79	CAPZA1	ENSG00000116489	6.4133176986e-06	2.03291044802e-05	9.0533200034e-06	0.0023425584300802	missense|LC	1112616768.0	1	112616768.0	0.01122027053844921	0.0025426094822400295	0.0038611723956924987
80	BCDIN3D	ENSG00000186666	6.8800358294e-06	0.0002492195667251	6.8856795266e-06	0.0017820616394696	missense|LC	12049838283.0	12	49838283.0	0.06844055584352662	0.002696561897287569	0.003028461721164064
81	XDH	ENSG00000158125	7.3441017858e-06	0.196500409636202	2.4609949478e-06	0.0003211674242016	missense|LC	2031335874.0	2	31335874.0	0.8086704110928484	0.0028318554673642644	0.0011943675222094534
82	CD226	ENSG00000150637	7.5009582873e-06	0.007340116816221	2.8203120944e-06	-0.0014164084118631	missense|LC	18069864239.0	18	69864239.0	0.35865431083378	0.002872662916327402	0.0013570522220379213
83	ITGA2B	ENSG00000005961	9.5439273377e-06	0.0024298746571538	7.0972956098e-06	0.0012122788776586	missense|LC	17044372282.0	17	44372282.0	0.23233116212016186	0.003581963182203313	0.003097336829030315
84	PLXNA3	ENSG00000130827	1.00569990326e-05	0.907634888643241	3.5677706815e-06	1.93334946841e-05	missense|LC	23154460169.0	X	154460169.0	0.990964864843949	0.0037495289704522006	0.0016878553450118108
85	ZNF655	ENSG00000197343	1.02163482964e-05	0.0001885315122163	9.4643388512e-06	-0.0016141764570792	missense|LC	7099560447.0	7	99560447.0	0.05763535407781499	0.0037838800002791503	0.003976223017209003
86	GPNMB	ENSG00000136235	1.1179416767e-05	5.9230805173e-06	0.0003055191862921	0.001230725595866	missense|LC	7023246826.0	7	23246826.0	0.004387521893189975	0.004113513893671888	0.05674206053249425
87	TRAPPC6A	ENSG00000007255	1.16174169948e-05	0.0002103691279582	1.06518084371e-05	0.0022810678382556	missense|LC	19045158512.0	19	45158512.0	0.06073410664955274	0.004219520803588746	0.004308033699746008
88	ZNF467	ENSG00000181444	1.2403353742e-05	8.1508718987e-06	0.000232484904129	0.0013679653411458	missense|LC	7149764562.0	7	149764562.0	0.0055959711619648035	0.004428660479773122	0.04742102408605186
89	HFE	ENSG00000010704	1.26942577216e-05	5.1104362688e-06	0.0267973669422727	0.0025969362248796	missense|LC	6026087374.0	6	26087374.0	0.0039061690530814105	0.004468792897329643	0.40812218832742186
90	RAB44	ENSG00000255587	1.33665696576e-05	0.837375549672369	4.9237440629e-06	-4.67947509858e-05	missense|LC	6036704160.0	6	36704160.0	0.9842646937305596	0.004626063635944711	0.002235419512170011
91	ARHGAP12	ENSG00000165322	1.33941128774e-05	0.630830339109183	3.4301339449e-06	-0.0003141330280938	missense|LC	10031807572.0	10	31807572.0	0.9563711286599725	0.004626063635944711	0.0016364936499664007
92	DENND4B	ENSG00000198837	1.43603043361e-05	0.0010437104711107	1.85341786997e-05	-0.0015504366764866	missense|LC	1153930173.0	1	153930173.0	0.17031237215106979	0.00490653406772627	0.006864596435901387
93	AGER	ENSG00000204305	1.43804842385e-05	0.0017402736037792	1.00277401599e-05	-0.0013552179368872	missense|LC	6032175969.0	6	32175969.0	0.2088959127333851	0.00490653406772627	0.00418171620579178
94	TUBA4A	ENSG00000127824	1.47822584032e-05	2.24378278824e-05	0.0006635327556855	0.0066217551561094	missense|LC	2219245941.0	2	219245941.0	0.012017054747960795	0.0049832143791913195	0.08768756701133003
95	BRAT1	ENSG00000106009	1.71692129464e-05	7.684323958e-06	0.0012152295897153	-0.0009639311955063	missense|LC	7002537908.0	7	2537908.0	0.005340794887204024	0.005652486440020356	0.12734954008981555
96	LPL	ENSG00000175445	1.89000919244e-05	1.10596802219e-05	0.0026185194783878	0.0031815769964179	missense|LC	8019939364.0	8	19939364.0	0.006694912015616176	0.006173950500691176	0.18242431473687482
97	PTPN6	ENSG00000111679	1.9077396369e-05	4.007933293e-05	9.13377761586e-05	0.0020126434875889	missense|LC	12006946666.0	12	6946666.0	0.018761791697893868	0.006173950500691176	0.02347964741735481
98	ATF6B	ENSG00000213676	1.90821426918e-05	1.00506743458e-05	0.0004074556739748	-0.0014193733125841	missense|LC	6032115669.0	6	32115669.0	0.006286920151616695	0.006173950500691176	0.06726842251542321
99	CRNN	ENSG00000143536	2.06932868401e-05	3.56925490262e-05	0.0001308064017037	0.0022312041966484	missense|LC	1152409436.0	1	152409436.0	0.016885575063260348	0.006619147552483578	0.031041384535047255
100	OR2L8	ENSG00000279263	2.10293049859e-05	0.079190542872264	1.02919370603e-05	0.0007969487658318	missense|LC	1247948794.0	1	247948794.0	0.6789849749306001	0.006688625891475776	0.004260332210909625
101	CTDSP1	ENSG00000144579	2.13921316581e-05	9.7003339516e-05	1.65626371269e-05	0.002462831901727	missense|LC	2218394755.0	2	218394755.0	0.03500639105597598	0.006757079945229382	0.006216178548887262
102	FBXO24	ENSG00000106336	2.18512465776e-05	0.0073276284050896	1.69181395195e-05	-0.0011049720219902	missense|LC	7100585773.0	7	100585773.0	0.35865431083378	0.00683422015877304	0.006307552983637693
103	GP6	ENSG00000088053	2.21813577223e-05	8.80572982426e-05	6.9138709716e-05	-0.00168795258465	missense|LC	19055014296.0	19	55014296.0	0.03244994633141383	0.006899137545261454	0.01880339101875194
104	DOCK10	ENSG00000135905	2.71508919634e-05	0.724913809896444	1.05842942967e-05	0.0001041993652121	missense|LC	2224765687.0	2	224765687.0	0.9698592346155656	0.008187256125171882	0.004308033699746008
105	MAL	ENSG00000172005	2.74862143215e-05	0.0029707827055671	2.81611071865e-05	0.0015129469137013	missense|LC	2095025739.0	2	95025739.0	0.2569065345242873	0.008187256125171882	0.009271262288177722
106	OPN5	ENSG00000124818	2.78027275786e-05	5.8350652383e-05	0.0001332624935913	-0.0032288643180842	missense|LC	6047782002.0	6	47782002.0	0.024848261472486442	0.00823794818153918	0.031390287036441075
107	PSORS1C2	ENSG00000204538	2.81391968129e-05	0.36085834479023	1.12550671887e-05	-0.0004247700936374	missense|LC	6031137934.0	6	31137934.0	0.8866638546026352	0.008293991429192835	0.00449380508881024
108	ADPRHL1	ENSG00000153531	3.19601684523e-05	0.0499344690370511	1.25648265218e-05	-0.0007283295184546	missense|LC	13113422715.0	13	113422715.0	0.6176291429090589	0.009322598981135405	0.004878358887570859
109	TANGO2	ENSG00000183597	3.33859056557e-05	0.0001242550228504	3.36380655006e-05	-0.0019706932673594	missense|LC	22020036698.0	22	20036698.0	0.041391627345615196	0.009672919263927384	0.010462553444681095
110	RAB22A	ENSG00000124209	3.35047916668e-05	1.31114311643e-05	0.0304505362597016	0.0092085693739064	missense|LC	20058309863.0	20	58309863.0	0.00768889833600622	0.009672919263927384	0.42187694200141124
111	C6orf15	ENSG00000204542	3.42647489509e-05	1.99012717974e-05	0.0001596100615809	-0.0017009340002559	missense|LC	6031111304.0	6	31111304.0	0.01109289008295275	0.00984184985555519	0.03637881634340051
112	TRIM64C	ENSG00000214891	3.61653948661e-05	0.0004024553830292	5.66522809197e-05	0.0020870372833759	missense|LC	11049053570.0	11	49053570.0	0.09713716083612689	0.01025234330388537	0.016189611466681984
113	NOP14	ENSG00000087269	3.70922884364e-05	0.0014031402812597	2.69910363192e-05	0.0009588162361471	missense|LC	4002933027.0	4	2933027.0	0.1921960788663682	0.010388977920915476	0.009098888453065883
114	VAMP8	ENSG00000118640	3.75520141353e-05	0.0009095464137172	3.22132030339e-05	-0.0031880134992604	missense|LC	2085577527.0	2	85577527.0	0.1600236264614569	0.01046567197908408	0.010206316521611492
115	CDCA2	ENSG00000184661	4.10810947031e-05	0.0830542092564971	2.66789410997e-05	0.0003616731683855	missense|LC	8025457289.0	8	25457289.0	0.6889204093875081	0.011261812217572695	0.009047857512589224
116	INKA1	ENSG00000185614	4.12088267016e-05	0.0266785306144485	2.197072149e-05	0.00159302241552	missense|LC	3049798747.0	3	49798747.0	0.5380918688047712	0.011261812217572695	0.007828390555205886
117	C7orf26	ENSG00000146576	4.17298741155e-05	0.0004484631260268	4.17713107583e-05	-0.0019621158859347	missense|LC	7006585022.0	7	6585022.0	0.10389764858407721	0.011349114604252674	0.012850270392131229
118	FBXL22	ENSG00000197361	4.26262249284e-05	0.0008402931437884	2.13596424094e-05	0.0010479946814382	missense|LC	15063597329.0	15	63597329.0	0.1525999455350179	0.01141603885510745	0.007693122339629286
119	CPEB3	ENSG00000107864	4.28774917926e-05	0.0670347656519678	2.47219613166e-05	-0.0008875999028627	missense|LC	10092052177.0	10	92052177.0	0.6511243359243254	0.01141603885510745	0.008538480099635768
120	ZNF701	ENSG00000167562	4.29758251812e-05	4.03250048039e-05	0.0007797452583021	0.0015871651999411	missense|LC	19052572312.0	19	52572312.0	0.018761791697893868	0.01141603885510745	0.09776685703036374
121	PPP4R1	ENSG00000154845	4.30247932821e-05	0.0008717776989524	2.71745119231e-05	0.0010014098105208	missense|LC	18009547688.0	18	9547688.0	0.15751249850615118	0.01141603885510745	0.009106211296040242
122	MICALL1	ENSG00000100139	4.31926439444e-05	2.06901942246e-05	0.0083204289312919	0.0020071209475427	missense|LC	22037906313.0	22	37906313.0	0.011300319998282758	0.01141603885510745	0.289872711863546
123	SLC34A1	ENSG00000131183	5.32243067206e-05	0.0009932528329879	3.05692080732e-05	-0.0012247105762729	missense|LC	5177385702.0	5	177385702.0	0.16723185994223427	0.013682049294290493	0.009834026896553945
124	MDC1	ENSG00000137337	5.49796732034e-05	2.70926555685e-05	0.0008674309331835	-0.0005610864103798	missense|LC	6030700377.0	6	30700377.0	0.013969086444962904	0.014031627968036356	0.10568112628143071
125	CYP3A7	ENSG00000160870	5.50826825752e-05	0.0185882013017926	4.80815429371e-05	-0.0010439912732711	missense|LC	7099700036.0	7	99700036.0	0.49212256836471696	0.014031627968036356	0.014358117902301681
126	CYP3A7-CYP3A51P	ENSG00000282301	5.70887730698e-05	0.01799302352844	4.7999530828e-05	-0.0010151953528801	missense|LC	7099685230.0	7	99685230.0	0.4860620180329111	0.014284118477824582	0.014358117902301681
127	SDCBP2	ENSG00000125775	5.8594786726e-05	0.0001302326055965	0.0001010742946343	-0.0017856270435245	missense|LC	20001304911.0	20	1304911.0	0.04287546782026995	0.014596065081033727	0.025177785685961004
