	Gene Name	Gene Id	P‑Value SKATO	P‑Value Burden	P‑Value SKAT	BETA Burden	Burden Set	Chrom : Position	Chrom	Position	burden_FDR	skato_FDR	skat_FDR
10	FAM20C	ENSG00000177706	7.38643916031734e-08	0.0038536741061958	4.39927495543557e-08	0.0014394549391065	missense|LC	7000193100.0	7	193100.0	0.32444897135204587	0.00026844063640250865	0.00029534637678746444
11	BMP2K	ENSG00000138756	7.65674335045929e-08	0.0001187006836662	5.26511055864987e-08	0.00125752184746	missense|LC	4078776417.0	4	78776417.0	0.10812280052738608	0.00026844063640250865	0.00029534637678746444
12	SHBG	ENSG00000129214	2.62263118888661e-07	2.40363884462802e-07	1.30911103524e-05	0.0037745572358292	missense|LC	17007626355.0	17	7626355.0	0.0009630865784957769	0.000735582482702972	0.01791087402970434
13	FBXL12	ENSG00000127452	2.75902320878707e-07	1.3725987844e-06	8.9835354817e-06	-0.0036562412267151	missense|LC	19009810837.0	19	9810837.0	0.0045291722829951765	0.0007369876518900509	0.013619768185025987
14	ARMT1	ENSG00000146476	3.90167924302354e-07	8.75353590199e-05	3.8477146668825e-07	-0.0033585978947608	missense|LC	6151452459.0	6	151452459.0	0.09942201599979832	0.0009948395324427522	0.0011990975235487435
15	AKAP11	ENSG00000023516	4.23643656155548e-07	0.010863582306885	1.57257302735303e-07	-0.0007069612275518	missense|LC	13042286318.0	13	42286318.0	0.43295159000071837	0.0010332300387845854	0.0006300963140669158
16	DAAM2	ENSG00000146122	5.09071782284209e-07	5.6212597419e-06	2.2146744949e-06	-0.0014585581289769	missense|LC	6039855955.0	6	39855955.0	0.01433293478281275	0.0011898492344680294	0.0054013985126702396
17	SP7	ENSG00000170374	7.09473807924965e-07	5.11122112041e-05	8.60141893266331e-07	-0.003837871161091	missense|LC	12053321578.0	12	53321578.0	0.07749025641875647	0.001473997527983367	0.002412482975138742
18	SH3TC1	ENSG00000125089	7.81074378064517e-07	5.28910873209831e-07	0.0229419994501956	-0.0012169084605756	missense|LC	4008205093.0	4	8205093.0	0.0019779503621803647	0.0015647988299117527	0.3579259315876772
19403	LRP5	ENSG00000162337	2.7986018136208197e-11	1.5817003852028e-11	1.13987710463e-05	-0.0275543826670668	pLoF	11068312660.0	11	68312660.0	1.4787580517991843e-07	2.616459478917665e-07	0.01604777094064869
19404	LGR4	ENSG00000205213	4.421616628391691e-09	5.26092494180224e-08	0.0003406338289365	-0.0282007104698436	pLoF	11027362732.0	11	27362732.0	0.00024592632050866387	2.480305847696319e-05	0.08702099916136159
37761	DDN	ENSG00000181418	3.11896431880967e-31	5.47845171421087e-23	4.45566331258524e-32	-0.0076190462620791	synonymous	12048996587.0	12	48996587.0	1.5365687445432937e-18	8.747915173181422e-27	1.2497021675973452e-27
37762	CHUK	ENSG00000213341	5.90470574657331e-08	3.80235715136124e-08	2.63515113396728e-07	-0.0037460150685813	synonymous	10100183723.0	10	100183723.0	0.00021329322440560877	0.000236588906324307	0.0008695223697640857
37763	ZNF136	ENSG00000196646	1.33470625107712e-07	2.1910424079e-06	9.84109980173287e-08	0.004578214452307	synonymous	19012163086.0	19	12163086.0	0.0061453261935575255	0.00044041380678924144	0.0005018513576165504
37764	MAS1L	ENSG00000204687	1.57699126202004e-07	0.189236962196114	1.7262659746109e-07	-0.0008084103019676	synonymous	6029486671.0	6	29486671.0	0.7818358968141436	0.000491451804683412	0.0006455659323053229
37765	PKD2L1	ENSG00000107593	2.60016561504095e-07	0.0003765021415976	2.39538832991215e-07	-0.0024195879139987	synonymous	10100285972.0	10	100285972.0	0.17734265991631099	0.000735582482702972	0.0008398081772901378
37766	ADCY6	ENSG00000174233	5.81274464117598e-07	0.556000653802582	1.29746247967688e-07	0.0004647636979658	synonymous	12048768470.0	12	48768470.0	0.9286543598349215	0.0013042636425870664	0.0005598550599805737
37767	POU4F1	ENSG00000152192	7.03827113701649e-07	3.72177909632e-05	6.89987629587385e-07	0.0040674576503373	synonymous	13078601263.0	13	78601263.0	0.061403881884726584	0.001473997527983367	0.002037097688510756
